AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
15,1.9,0.38,0.16,0.6,16,17,63,67.7,87,2.8
16,1.9,0.39,0.19,0.6,14,14,65,62.5,86,2.1
15,1.9,0.48,0.18,1.4,15,16,64,70.3,84,2.1
16,1.9,0.57,0.21,3.8,21,25,65,58.6,84,2.4
16,1.9,0.51,0.25,10,26,36,66,54.7,85,3.4
16,1.9,0.46,0.24,4.9,25,30,69,45.6,84,3.4
16,2,0.46,0.45,4.1,21,25,65,52.1,85,3.5
16,1.9,0.52,0.23,11,25,35,67,61.2,85,4
17,2,0.51,0.21,12,26,37,69,75.5,85,6
17,2,0.55,0.28,17,26,43,74,71.6,86,3.9
17,2,0.53,0.29,12,27,39,69,65.1,86,3
17,2,0.55,0.33,7.8,27,35,65,46.9,87,1.9
17,2,0.66,0.3,6.7,29,35,59,50.8,87,1.8
17,1.9,0.65,0.28,5.9,32,38,62,50.8,88,1.8
16,2,0.62,0.24,5.2,33,38,55,56,88,1.8
16,1.9,0.61,0.24,7.8,32,40,48,52.1,88,2.7
17,1.9,0.59,0.22,6.9,38,45,41,46.9,88,2.4
17,1.9,0.6,0.18,3.2,36,39,47,37.8,88,2.9
17,1.9,0.57,0.17,1.4,29,30,47,44.3,87,3.9
17,1.8,0.46,0.14,0.9,17,18,41,48.2,87,2.6
17,1.8,0.56,0.11,0.9,17,18,38,48.2,87,2.8
17,1.9,0.6,0.17,0.8,23,24,37,58.6,87,3.5
17,1.9,0.47,0.15,0.4,12,13,47,58.6,87,1.9
17,1.8,0.43,0.1,0.4,11,11,49,59.9,88,1.2
17,1.8,0.43,0.1,0.5,11,11,56,50.8,88,1.4
17,1.9,0.48,0.13,1.4,13,14,57,52.1,88,1.6
17,1.9,0.6,0.19,2.7,16,19,54,46.9,86,2.3
18,1.9,0.54,0.18,6,17,23,50,44.3,83,2.9
20,1.9,0.51,0.19,8.5,16,25,45,28.7,77,5.7
22,1.9,0.51,0.18,5,16,21,42,27.4,70,4.5
24,1.8,0.46,0.16,2.5,11,14,34,18.3,65,2.9
24,1.9,0.52,0.17,1.8,16,17,39,41.7,65,2.7
25,1.9,0.53,0.17,3.8,21,24,45,56,66,3.2
26,1.9,0.49,0.17,2.1,16,18,57,72.9,63,3
25,1.8,0.42,0.12,1.1,9.6,11,52,56,65,2.1
25,1.8,0.45,0.11,0.8,11,12,47,39.1,68,2.4
24,1.8,0.49,0.21,0.5,13,13,42,32.6,70,2.2
22,1.8,0.41,0.16,0.1,12,12,48,39.1,78,2.2
21,1.8,0.39,0.11,0.3,11,11,47,56,82,2.3
20,1.9,0.47,0.14,0.5,16,16,53,44.3,83,3.3
20,1.9,0.5,0.17,0.6,23,24,52,65.1,83,4.1
19,1.9,0.58,0.18,1.6,30,32,66,57.3,84,4.9
19,2,0.62,0.24,3.7,33,37,68,66.4,85,4.8
19,1.9,0.56,0.2,1.6,24,26,72,59.9,85,3.6
18,2,0.55,0.2,0.9,22,23,66,54.7,86,2.7
18,2.1,0.56,0.22,5.6,26,31,64,61.2,86,2.8
18,2.1,0.55,0.25,7.4,24,32,71,62.5,87,2.5
18,2.1,0.58,0.34,10,24,34,74,70.3,88,2.5
18,2.2,0.58,0.32,9.4,20,30,78,66.4,88,2.1
18,2.1,0.65,0.27,11,21,33,72,74.2,88,2.6
19,2.1,0.87,0.37,32,25,57,80,80.7,87,3.1
20,2.1,0.95,0.39,28,29,58,89,93.7,83,6.9
23,2,1.01,0.53,20,35,55,104,95,76,7.3
25,2.1,0.92,0.33,11,25.9,36.9,102,115.8,67,5.7
27,1.9,0.86,0.23,5.74,20.7,26.8,102,102.8,62,4.1
28,1.8,0.65,0.18,1.1,14,15,95,98.9,62,3.3
26,1.8,0.49,0.12,1.1,11,13,85,69,67,3.5
26,1.8,0.42,0.1,1.1,9.8,11,79,65.1,66,2.6
26,1.7,0.35,0.06,0.7,7.1,7.8,59,46.9,65,2
26,1.7,0.38,0.09,0.7,8.3,9,59,50.8,67,1.7
26,1.8,0.5,0.19,0.6,14,15,56,41.7,69,1.8
24,1.8,0.6,0.22,0.6,22,22,63,52.1,75,1.9
23,1.8,0.42,0.16,0.6,14,15,69,57.3,82,2.5
22,1.8,0.48,0.17,0.6,18,18,80,80.7,84,4.2
21,1.9,0.5,0.15,0.5,23,23,84,82,86,3.8
21,2,0.53,0.17,0.7,24,25,92,83.3,86,5.9
21,2,0.54,0.19,0.7,23,24,91,89.8,86,3.7
21,2.2,0.51,0.3,0.8,23,24,101,82,87,2.9
21,2.3,0.49,0.25,2.4,27,30,96,83.3,89,5.1
21,2.2,0.54,0.35,6.7,30,36,102,72.9,89,5.8
21,2.3,0.57,0.33,12,28,40,104,85.9,88,6.4
21,2.5,0.57,0.43,18,24,42,112,84.6,89,4.9
21,2.2,0.67,0.85,6.1,23,29,117,76.8,89,5.6
21,2.1,0.76,0.86,7.3,28,36,131,95,88,5.9
22,2,1.26,0.74,22,37,59,131,110.6,85,12
25,1.9,1.21,0.78,13,37,49,129,124.9,77,10
28,1.8,0.74,0.78,6.6,26,33,110,96.3,69,8
29,1.8,0.67,0.58,4.1,20,25,95,70.3,63,8.1
31,1.7,0.54,0.48,2.9,18,21,73,52.1,61,5.9
31,1.7,0.39,0.14,2.1,10,12,60,50.8,59,3.5
31,1.7,0.33,0.2,1.8,8,9.7,60,45.6,58,2.8
31,1.6,0.31,0.13,2.1,7.1,9.2,53,33.9,61,2.5
30,1.6,0.33,0.09,1.8,8.4,10,52,26.1,66,2.9
29,1.7,0.38,0.09,1.6,9.2,11,44,22.2,73,3.7
28,1.7,0.62,0.31,1.7,15,16,47,18.3,77,2.4
28,1.7,0.6,0.37,1,14,15,42,24.8,78,2.7
27,1.7,0.64,0.32,0.6,14,15,47,23.5,79,2.5
26,1.7,0.42,0.12,0.3,9.1,9.4,41,28.7,84,2.6
25,1.7,0.39,0.09,0.3,9.7,10,52,31.3,86,1.8
25,1.7,0.42,0.26,0.4,9.7,10,45,37.8,87,1.9
25,1.8,0.58,0.77,0.4,18,18,59,48.2,86,3.4
25,1.9,0.53,0.42,0.6,20,21,54,44.3,87,2.1
24,1.9,0.51,0.37,0.6,17,18,56,40.4,87,2.5
24,1.9,0.38,0.18,0.3,11,11,45,28.7,88,2
24,2,0.36,0.23,0.3,8,8.3,42,37.8,89,1.8
24,2.1,0.37,0.24,0.2,19,19,44,41.7,90,2.1
24,2.2,0.41,0.22,0.4,19,19,42,40.4,90,2.1
23,2.3,0.46,0.33,2.1,18,20,44,36.5,90,2.2
24,2.3,0.63,0.32,7.1,18,25,52,33.9,91,2.3
24,1.9,0.48,0.13,3.1,10,14,47,40.4,88,2.5
25,1.8,0.33,0.08,1,7.3,8.3,57,40.4,82,2.2
25,1.8,0.39,0.1,2,12,14,46,41.7,83,2.1
26,1.7,0.3,0.05,2.5,4.8,7.4,51,46.9,76,2.1
28,1.7,0.26,0.04,0.8,3,3.8,48,39.1,69,1.6
27,1.7,0.25,0.02,0.2,3.1,3.3,46,41.7,72,1.7
27,1.7,0.26,0.04,0.3,2.8,3.1,40,24.8,73,1.7
27,1.7,0.25,0.03,0.3,2,2.3,30,36.5,71,1.6
27,1.7,0.28,0.04,0.1,2.4,2.5,39,26.1,70,1.8
27,1.7,0.38,0.08,-0.1,6.7,6.6,49,43,73,2.4
25,1.7,0.38,0.1,-0.1,13,13,53,33.9,80,3.1
24,1.7,0.37,0.06,-0.2,9.3,9.1,42,39.1,81,3
24,1.7,0.36,0.08,-0.3,5.9,5.6,32,26.1,81,1.9
23,1.8,0.37,0.07,0.1,5.4,5.5,29,28.7,82,2
23,1.8,0.36,0.06,-0.1,6.4,6.3,34,26.1,84,2.7
23,1.7,0.38,0.1,-0.1,12,12,49,27.4,86,4.4
23,1.8,0.45,0.18,0.5,16,17,54,41.7,87,5.5
23,1.8,0.41,0.13,-0.1,15,15,60,56,87,2.6
23,1.9,0.43,0.13,0.1,13,13,58,67.7,87,2.1
23,1.9,0.44,0.13,0.1,13,13,68,67.7,88,2.5
22,1.9,0.46,0.15,0.1,14,14,75,72.9,89,2
22,1.9,0.47,0.19,0.3,13,13,87,83.3,89,2.4
21,1.9,0.53,0.14,0.4,12,13,87,75.5,87,3.2
20,1.9,0.4,0.06,0.5,6.8,7.2,73,56,88,2.4
21,1.9,0.58,0.1,3.1,13,16,60,44.3,86,5
22,1.9,0.74,0.17,8.6,20,29,60,57.3,84,3.7
24,2,0.81,0.26,13,21,34,71,80.7,81,3.5
24,1.9,0.61,0.15,5.1,13,18,81,80.7,79,2.1
24,1.9,0.5,0.11,3,9.3,12,71,62.5,76,2
25,2,0.56,0.13,4,12,16,68,61.2,74,2
26,1.9,0.54,0.12,2,10,12,63,62.5,72,2.4
25,1.9,0.42,0.08,1.3,8.5,9.9,63,65.1,73,2.7
23,1.8,0.37,0.06,1.1,7.4,8.5,62,62.5,76,2.1
22,1.8,0.43,0.07,0.9,11,12,61,65.1,79,2.2
21,1.8,0.47,0.07,0.4,10,11,79,80.7,82,1.7
21,1.9,0.53,0.11,0.8,16,17,85,71.6,84,2.3
21,1.9,0.73,0.26,3.4,26,30,90,76.8,84,3.2
22,1.9,0.73,0.38,3,22,25,79,70.3,83,2.5
22,1.9,0.59,0.18,1.8,15,17,75,80.7,84,2.1
21,1.9,0.44,0.1,0.2,7.8,7.9,73,80.7,84,2.4
20,1.8,0.34,0.05,0.1,5.6,5.7,77,82,83,1
20,1.8,0.42,0.06,0.2,9.3,9.5,90,87.2,83,2.5
20,1.9,0.42,0.06,0.2,9.4,9.5,92,83.3,83,2.5
20,1.9,0.51,0.08,0.4,12,13,102,85.9,83,5.1
19,1.9,0.43,0.08,0.3,9.8,10,94,79.4,83,2.6
19,1.9,0.45,0.1,0.4,11,11,97,89.8,84,2.1
19,1.9,0.48,0.1,0.7,17,18,84,85.9,82,4.1
20,1.9,0.52,0.12,1.6,17,19,84,87.2,77,3.8
21,1.9,0.5,0.12,3.2,14,18,81,71.6,75,3.1
21,1.9,0.52,0.18,3.7,17,21,85,75.5,75,3
23,1.9,0.59,0.31,9.4,22,32,94,80.7,72,3.9
24,1.8,0.41,0.14,2.5,11,13,93,87.2,68,2.6
21,1.8,0.32,0.07,1.3,8.8,10,74.7,56.65,76,1.3
20,1.8,0.42,0.05,1.35,14.07,15.61,64,76.8,80,1.88
20,1.88,0.48,0.15,1.4,18,20,54,71.6,81,1.5
20,1.8,0.56,0.21,1.4,28,29,49,70.3,85,1.6
19,1.8,0.46,0.34,1,22,23,66,71.6,89,1.2
18.7,1.9,0.54,0.19,1.48,21.84,23.26,60.3,51.957,91,1.99
10,1.96,0.56,0.21,-0.1,14,14,66,71.6,90,0.3
19,2,0.68,0.36,4.8,32,37,22,52.529,90,2.3
19,2,0.67,0.44,4.2,31,35,37,54.7,90,2.4
19,2,0.54,0.21,0.9,24,25,41,50.8,90,1.8
19,1.9,0.38,0.09,0.4,8.9,9.3,65,52.1,89,1.5
19,1.9,0.36,0.07,0.3,7.7,7.9,75,59.9,89,1.2
19,1.9,0.46,0.12,0.4,18,18,91,75.5,89,1.7
19,1.9,0.5,0.14,0.3,18,19,91,95,89,2.9
19,1.9,0.43,0.13,0.2,12,12,93,83.3,90,2.2
19,2,0.42,0.15,0.2,18,18,83,71.6,91,2
19,2.1,0.48,0.19,0.6,23,23,86,65.1,91,2.1
19,2.1,0.52,0.31,1.9,19,21,70,61.2,91,2
19,2.1,0.65,0.41,8.3,20,29,70,56,91,2.6
19,2.1,0.65,0.28,8,17,25,63,46.9,91,2.2
20,1.9,0.58,0.2,6.3,15,21,69,56,88,2.2
22,1.9,0.49,0.17,5.4,14,20,65,57.3,82,2.3
22,1.9,0.5,0.17,3.3,12,15,56,59.9,80,2.1
22,1.9,0.51,0.22,2.9,15,18,55,46.9,81,2.1
23,1.9,0.55,0.24,5.6,21,27,63,65.1,82,2.9
23,1.9,0.44,0.18,3.6,12,16,67,57.3,79,2.4
24,1.9,0.43,0.15,2.1,13,15,67,67.7,78,2.3
24,1.9,0.4,0.14,1.7,10,12,61,54.7,79,2
24,1.8,0.39,0.11,1.2,10,12,68,65.1,78,1.8
22,1.8,0.4,0.09,0.5,9.6,10,70,67.7,81,2.1
22,1.8,0.45,0.12,0.2,14,14,49,70.3,84,1.7
21,1.8,0.48,0.13,0.3,19,20,60,76.8,85,2.2
21,1.9,0.49,0.17,0.3,21,21,98,89.8,86,2.1
20,1.9,0.55,0.18,0.5,23,24,111,113.2,87,2.6
20,1.9,0.58,0.22,0.9,26,27,124,115.8,88,3.1
20,1.9,0.57,0.21,1,27,28,131,119.7,88,2.9
20,2,0.55,0.31,0.9,27,28,128,114.5,88,3.3
20,2,0.51,0.22,0.9,24,25,123,114.5,89,2.6
20,2,0.54,0.19,0.5,18,19,116,113.2,90,2.2
19,2,0.51,0.2,0.1,17,17,118,104.1,91,1.6
19,2,0.52,0.19,0.2,19,19,121,91.1,92,1.5
19,2,0.53,0.23,1.1,19,20,124,80.7,92,1.5
20,2.1,0.62,0.24,11,24,35,130,76.8,92,1.8
20,2.1,0.84,0.33,16,20,36,148,88.5,91,2.6
20,2.2,1.04,0.58,40,23,63,154,105.4,90,4
21,2.1,1.08,0.68,60,21,81,142,110.6,90,5.5
22,2,1.05,0.91,53,26,79,127,104.1,87,7.2
26,1.8,0.56,0.4,4.1,18,23,97,76.8,73,5.3
27,1.8,0.61,0.29,3.2,19,23,83,67.7,69,5.7
25,1.9,0.84,0.92,2,35,37,74,71.6,80,6.2
24,1.9,0.75,0.98,3.7,39,42,83,85.9,89,5
23,1.9,0.56,0.56,2.8,27,30,83,80.7,89,3.3
23,1.8,0.52,0.33,1.9,27,29,71,61.2,90,2.3
22,1.8,0.67,0.43,4,32,36,58,39.1,91,2.3
22,2,0.74,0.29,1.4,29,31,63,54.7,91,2
21,1.9,0.62,0.26,2.2,31,33,59,52.1,91,2
20,1.9,0.45,0.17,0.6,17,18,54,54.7,90,1.5
19,1.8,0.34,0.13,-0.2,13,12,37,30,89,1.3
19,1.8,0.36,0.1,0,9.6,9.6,25,31.3,89,1.7
18,1.8,0.46,0.1,0.1,13,13,38,31.3,88,2.6
18,1.8,0.31,0.08,-0.1,8.8,8.8,40,39.1,88,1.6
17,1.8,0.26,0.07,-0.3,5,4.7,37,30,86,1.3
16,1.8,0.23,0.05,-0.3,5.4,5.1,27,28.7,85,1.3
16,1.8,0.21,0.04,0.5,3.9,4.3,25,15.7,83,1.2
16,1.8,0.23,0.05,0.5,5.2,5.7,30,15.7,83,1.6
16,1.8,0.24,0.05,0.3,6.5,6.8,26,18.3,82,1.6
15,1.8,0.26,0.08,0.3,6.1,6.4,31,23.5,81,1.4
15,1.8,0.36,0.13,0.3,9,9.3,33,30,79,1.4
15,1.8,0.4,0.12,0.9,15,16,35,22.2,81,1.9
15,1.8,0.3,0.14,0.6,11,12,33,23.5,81,1.6
15,1.8,0.35,0.11,1.3,17,18,35,26.1,84,1.8
15,1.8,0.38,0.13,2.6,20,22,36,27.4,86,2.2
15,1.8,0.34,0.12,3,15,18,41,41.7,84,2
16,1.8,0.35,0.14,2.2,17,19,40,40.4,84,1.8
15,1.8,0.34,0.18,1.7,16,17,42,46.9,84,1.8
15,1.8,0.34,0.14,1.1,14,15,40,39.1,83,1.7
14,1.8,0.33,0.17,1.1,18,19,43,33.9,86,1.6
14,1.8,0.41,0.18,1.6,21,23,41,26.1,86,1.7
14,1.8,0.34,0.16,1.1,19,20,41,24.8,85,1.4
14,1.8,0.36,0.14,0.6,17,18,44,26.1,83,1.6
14,1.8,0.35,0.14,0.6,18,18,47,32.6,84,2
14,1.8,0.35,0.15,0.4,19,20,46,36.5,86,2.1
13,1.8,0.3,0.14,0.5,12,13,40,33.9,87,1.4
13,1.8,0.27,0.08,0.4,7.1,7.5,40,40.4,85,1.7
13,1.8,0.27,0.08,0.4,9.1,9.4,35,44.3,85,2
13,1.8,0.26,0.08,0.3,5.9,6.3,33,48.2,85,1.2
13,1.8,0.25,0.06,0.4,4.7,5,30,40.4,85,1.3
13,1.8,0.26,0.06,0.5,7.4,7.9,33,24.8,86,1.3
12,1.8,0.27,0.06,0.4,8.6,9,35,15.7,87,1.5
12,1.8,0.29,0.08,0.4,9.7,10,35,22.2,88,1.4
12,1.9,0.33,0.08,1,12,13,38,31.3,89,1.7
13,1.8,0.35,0.1,1.1,12,13,45,45.6,88,1.3
13,1.8,0.42,0.12,2,18,20,48,31.3,88,1.5
13,1.8,0.38,0.13,4.3,22,26,43,39.1,88,1.5
13,1.8,0.33,0.15,2.6,19,21,37,28.7,88,1.3
13,1.8,0.29,0.1,1.8,14,16,33,33.9,87,1.2
13,1.8,0.32,0.12,1.8,15,17,30,23.5,85,1.5
14,1.8,0.35,0.11,3.1,18,21,29,17,83,1.7
15,1.8,0.32,0.13,2.4,14,17,31,26.1,80,1.7
15,1.8,0.29,0.12,1.2,12,14,33,27.4,75,1.6
15,1.8,0.39,0.16,1.9,23,25,32,28.57,79,1.6
14,1.8,0.43,0.2,1.5,24,26,33,31.69,83,1.6
14,1.8,0.38,0.19,1,22,23,39,31.17,85,1.3
13,1.8,0.4,0.18,1.1,22,23,45,40.4,86,1.4
13,1.9,0.4,0.2,1.4,25,27,44,27.4,87,1.6
13,1.8,0.38,0.17,1.2,22,23,44,33.9,87,1.6
13,1.8,0.31,0.13,0.7,15,15,37,37.8,85,1.6
13,1.8,0.25,0.1,0.6,7.9,8.4,35,37.8,82,1.2
13,1.8,0.27,0.1,0.5,8.7,9.3,33,28.7,82,1.2
13,1.8,0.22,0.05,0.5,5,5.5,29,11.8,77,1
13,1.8,0.3,0.06,0.6,6.9,7.5,23,22.2,73,3.3
12,1.8,0.29,0.05,0.9,7,7.9,24,14.4,73,2.2
12,1.8,0.21,0.04,1.2,6.3,7.5,24,24.8,71,1.4
12,1.8,0.2,0.07,1.2,7.2,8.4,30,15.7,65,1.3
12,1.8,0.25,0.06,1.3,9.2,11,30,18.3,65,1.9
13,1.8,0.29,0.07,2.4,9.7,12,35,22.2,63,1.9
15,1.8,0.29,0.07,3.2,9.8,13,41,22.2,57,2
17,1.8,0.29,0.08,2.8,6.9,9.7,43,32.6,53,1.7
18,1.8,0.29,0.07,2.7,7.7,10,50,27.4,53,2
20,1.8,0.27,0.08,2.2,5.8,8,45,33.9,51,1.6
21,1.8,0.27,0.06,1.5,4.2,5.7,46,26.1,46,1.5
22,1.8,0.29,0.05,1.3,4.6,5.9,46,30,45,2.2
22,1.8,0.32,0.05,1.4,6,7.3,50,28.7,47,3.1
22,1.8,0.35,0.06,1.2,7.1,8.3,68,45.6,50,3
21,1.8,0.37,0.07,1.2,8.1,9.3,86,50.8,54,3.1
20,1.8,0.44,0.1,1.3,11,12,101,61.2,57,3.1
18,1.8,0.45,0.11,1.2,12,13,101,69,63,2.9
17,1.8,0.49,0.13,1,12,13,97,66.4,66,4
16,1.9,0.55,0.17,1.3,17,18,104,76.8,68,5
16,1.9,0.58,0.14,1.4,19,21,114,83.3,67,7.2
15,1.9,0.6,0.14,1.2,21,22,114,96.3,69,5.8
15,1.9,0.61,0.14,1.2,22,24,118,102.8,70,4.9
15,1.9,0.57,0.17,1.3,20,21,115,109.3,71,4.1
14,2,0.53,0.16,1.1,18,19,114,110.6,75,3.2
14,2,0.57,0.19,1.1,23,24,116,124.9,77,4.1
14,2,0.51,0.16,0.3,14,14,110,118.4,78,3
14,2,0.55,0.15,0.4,13,14,118,124.9,75,3
15,1.9,0.56,0.11,0.4,11,11,108,101.5,70,3.5
14,1.9,0.56,0.11,0.7,15,16,103,95,70,4.8
15,1.9,0.53,0.11,1.6,16,17,91,84.6,65,5.1
16,1.8,0.5,0.07,2,14,16,82,65.1,56,6.5
18,1.8,0.37,0.07,1.7,11,13,67,54.7,54,3.8
19,1.8,0.34,0.06,1.2,6.4,7.6,55,36.5,51,2.8
20,1.8,0.34,0.05,0.9,5.8,6.7,51,37.8,46,2.3
21,1.8,0.35,0.05,0.7,6.6,7.3,55,41.7,45,3.1
21,1.8,0.32,0.04,0.5,6.8,7.3,54,59.9,47,2.4
21,1.8,0.31,0.04,0.6,6.7,7.3,50,59.9,50,1.9
21,1.8,0.3,0.03,0.5,6.8,7.3,57,57.3,54,1.7
20,1.8,0.32,0.05,0.4,7.1,7.5,62,41.7,56,1.8
19,1.8,0.34,0.05,0.4,6.5,6.9,72,50.8,58,1.7
17,1.8,0.35,0.06,0.4,7.7,8.1,67,53.4,66,1.9
16,1.8,0.41,0.08,0.4,9.5,9.9,75,65.1,67,3
16,1.8,0.47,0.07,0.4,14,14,75,59.9,68,3.4
15,1.8,0.44,0.08,0.4,13,14,81,62.5,70,2.7
14,1.8,0.44,0.09,0.4,14,15,85,72.9,72,2.3
14,1.9,0.47,0.11,0.4,16,16,87,85.9,74,2
14,1.9,0.49,0.12,0.5,14,15,90,85.9,76,1.8
13,1.9,0.51,0.12,0.5,17,17,85,80.7,77,2.7
13,2,0.5,0.14,0.3,15,16,91,82,79,2.6
13,2,0.5,0.14,0.4,14,14,86,91.1,78,2.4
12,2,0.54,0.18,0.8,33,34,91,101.5,74,4.2
12,2,0.51,0.18,0.6,18,18,76,98.9,68,3.6
12,2.1,0.56,0.17,3.6,26,29,82,93.7,70,3.9
13,2,0.69,0.21,9.7,23,33,82,85.9,69,4.2
16,1.9,0.53,0.16,8,17,25,84,85.9,60,3.4
19,1.9,0.42,0.12,5.5,15,21,64,76.8,50,3.3
21,1.8,0.36,0.12,3.3,11,14,47,62.5,43,2.9
23,1.8,0.31,0.08,1.6,6.2,7.8,46,50.8,35,2.3
24,1.8,0.3,0.06,0.6,3.1,3.7,53,46.9,32,1.9
24,1.8,0.31,0.05,0.5,5,5.6,63,44.3,34,2.7
24,1.8,0.28,0.05,0.5,5.1,5.6,57,50.8,33,2.4
23,1.7,0.28,0.05,0.5,5.3,5.7,57,43,33,1.9
22,1.7,0.3,0.05,0.3,6.2,6.4,50,36.5,42,2
21,1.8,0.36,0.09,0.4,8.4,8.9,57,36.5,45,2.2
20,1.8,0.47,0.22,0.4,16,16,58,37.8,49,2.5
19,1.8,0.5,0.28,0.4,19,20,68,58.6,55,3.1
18,1.8,0.46,0.24,0.5,14,15,74,56,58,2.7
18,1.9,0.56,0.19,0.4,16,17,78,74.2,61,2.2
17,2,0.5,0.32,0.4,21,21,75,67.7,65,3.7
17,2,0.49,0.26,0.4,26,27,79,84.6,67,3.5
16,2.1,0.57,0.34,0.7,29,30,88,83.3,71,4.2
16,2,0.45,0.35,0.6,23,24,90,85.9,73,2.5
15,2,0.38,0.18,0.6,18,19,80,65.1,76,1.6
15,2,0.39,0.21,0.5,19,20,69,48.2,77,4.4
15,2,0.38,0.17,0.2,16,16,65,52.1,76,5
15,2.1,0.43,0.27,0.5,21,22,66,52.1,77,4
15,2.3,0.52,0.24,10,34,44,77,71.6,77,3.5
16,2.1,0.57,0.21,6.4,26,32,79,65.1,69,5.1
18,2,0.56,0.19,4.8,22,27,88,88.5,64,4.8
20,1.9,0.45,0.17,3.1,21,24,80,75.5,56,5.1
23,1.8,0.39,0.13,3.2,19,22,78,82,47,4.2
25,1.8,0.32,0.1,1.6,11,13,70,50.8,41,2.3
26,1.8,0.31,0.09,0.9,11,12,63,48.2,40,2.2
26,1.8,0.28,0.09,0.6,9,9.6,62,32.6,41,1.5
26,1.8,0.29,0.09,0.3,7.7,8,55,57.3,46,1.6
25,1.7,0.29,0.09,0.2,7.8,8,67,52.1,46,1.9
25,1.8,0.3,0.12,0.1,8.4,8.5,70,56,44,1.8
24,1.8,0.4,0.18,0.2,12,13,77,44.3,52,2.6
23,1.8,0.49,0.19,0.1,21,21,77,69,65,3.9
22,1.9,0.52,0.22,0,18,18,86,88.5,66,3
21,1.9,0.54,0.23,0.1,23,23,104,109.3,68,2.8
20,2,0.58,0.31,0.1,27,27,104,105.4,70,3.3
20,2,0.52,0.32,0,26,26,107,109.3,71,3.5
19,2.1,0.58,0.36,0.5,37,37,109,114.5,73,4.4
19,2.2,0.73,0.6,2.1,46,48,130,130.1,74,5.9
19,2.3,0.59,0.43,1.3,34,35,132,132.7,77,3.6
18,2.3,0.51,0.37,0.3,24,25,129,131.4,79,3.1
18,2.4,0.49,0.35,3.8,33,37,118,119.7,80,2.4
18,2.4,0.54,0.31,4.8,31,36,112,98.9,82,2.4
18,2.5,0.56,0.32,14,31,45,110,96.3,84,2.7
18,2.1,0.55,0.32,11,26,37,105,96.3,82,4.5
19,2,0.72,0.35,15,30,45,102,102.8,76,5.8
22,1.9,0.79,0.35,13,36,49,103,96.3,66,7
24,1.8,0.61,0.56,6.3,28,34,101,83.3,51,5.8
26,1.8,0.59,0.4,1.8,21,23,97,82,46,4.8
28,1.8,0.63,0.22,1.2,16,17,93,69,47,4.1
28,1.7,0.45,0.12,1.1,12,13,78,61.2,48,4.5
29,1.7,0.37,0.09,0.9,9.9,11,68,53.4,48,4.2
29,1.7,0.4,0.09,1.1,14,15,52,50.8,51,4.8
28,1.7,0.32,0.07,0.5,7.6,8.1,51,48.2,55,2
27,1.7,0.4,0.08,0.4,9.8,10,48,43,59,3.1
25,1.7,0.42,0.1,0.6,13,14,62,50.8,64,4
24,1.8,0.6,0.23,0.6,23,24,90,80.7,71,4.4
24,1.8,0.74,0.31,0.4,28,29,128,127.5,71,4.5
23,1.9,0.74,0.46,0.6,27,27,153,156.1,72,4.2
23,2,0.74,0.44,0.5,25,25,154,157.4,72,3.8
23,2.2,0.58,0.31,0.5,26,27,158,147,74,3.8
22,2.3,0.55,0.21,0.8,28,29,146,150.9,73,4.9
22,2.2,0.57,0.24,0.6,23,23,145,147,76,3.1
22,2,0.47,0.25,0.4,13,14,121,128.8,77,1.7
23,2,0.45,0.36,0.5,16,17,105,104.1,76,1.8
23,2,0.45,0.55,0.5,20,20,81,85.9,76,2.4
22,2.1,0.5,0.47,0.3,19,20,82,85.9,79,1.7
22,2.3,0.5,0.34,0.7,20,21,81,83.3,80,1.3
22,2.4,0.6,0.27,17,30,46,87,82,82,2.1
22,2.4,0.82,0.37,16,31,48,95,88.5,80,4.8
23,2.3,1.02,0.43,22,37,59,110,96.3,81,4.6
23,2.3,1.02,0.66,27,42,69,115,118.4,82,5.7
25,2,0.88,0.85,18,43,61,116,114.5,78,4.8
27,1.8,0.68,0.6,5.1,27,32,95,102.8,76,3.9
28,1.7,0.45,0.16,2.2,10,13,73,62.5,70,2.7
28,1.8,0.41,0.46,1.3,11,12,98,81.87,69,6.05
27,1.8,1.22,1.43,0.6,9.3,9.9,108,111.9,73,3.5
27,1.7,0.37,0.07,0.7,9.9,11,95,97.6,74,4.3
27,1.7,0.37,0.08,0.5,8.7,9.2,79,89.8,74,3.2
26,1.8,0.44,0.1,0.3,11,12,75,88.5,77,3.7
25,1.7,0.43,0.12,0.2,12,12,69,80.7,77,2.8
24,1.8,0.5,0.19,0.4,16,16,76,80.7,80,3.4
24,1.8,0.56,0.21,0.2,19,19,81,80.7,81,4.1
24,1.9,0.53,0.29,0.6,16,17,99,105.4,82,4.1
24,1.9,0.61,0.4,0.4,17,18,99,102.8,82,3.6
23,2,0.7,0.39,0.6,21,22,106,111.9,84,3.2
23,2.1,0.81,0.64,2.2,33,35,101,109.3,86,6.1
22,2.3,0.73,0.66,8.9,37,46,120,126.2,86,4.9
22,2.4,0.64,0.43,4.6,31,35,114,123.6,88,3.1
22,2.2,0.43,0.21,0,9.8,9.8,108,110.6,88,2.2
22,2.1,0.36,0.1,-0.4,10,9.7,96,101.5,89,2.6
22,1.9,0.39,0.09,-0.3,10,9.8,97,97.6,88,3.1
22,1.9,0.49,0.14,0,15,15,101,102.8,86,2.7
